9.3056,13.668
11.887,4.8799
9.471,11.217
9.4011,7.897
14.719,11.851
6.4131,14.609
13.41,5.7671
5.2793,8.8677
5.2561,9.6925
19.712,6.6747
10.334,9.8058
4.9884,11.448
6.6256,3.5433
7.6821,12.957
11.463,6.1472
7.3819,9.8926
10.975,7.8461
9.5509,10.171
8.9125,4.0628
13.939,9.765
12.885,12.13
6.4995,5.483
6.5125,8.6072
13.432,5.6407
9.7869,9.4507
9.9701,6.5989
8.6389,13.001
10.712,4.535
8.6349,6.6358
6.615,5.3093
14.09,5.7195
8.4733,4.7594
14.31,5.2412
10.228,6.5357
12.52,14.048
5.1638,4.6098
12.366,3.3065
10.826,11.62
14.098,4.8008
9.9307,7.0396
10.723,13.204
10.58,16.585
7.3688,8.4355
11.511,11.22
11.009,7.6062
8.6721,8.3614
12.926,9.6404
6.7781,7.1592
8.6915,5.3639
15.405,8.8788
14.867,9.0082
3.2741,10.28
17.472,11.359
10.082,8.8379
10.973,7.4256
11.435,9.2215
5.5113,8.0615
8.8785,5.767
10.41,6.5651
10.971,12.323
9.0593,7.4659
9.0626,7.2362
6.0501,9.7102
8.0679,4.6276
5.6464,5.3632
14.778,5.8337
12.713,5.6413
10.775,8.5826
8.1103,10.942
13.697,6.7273
7.4518,9.7041
7.5972,5.9496
9.0377,11.387
12.656,12.677
10.209,9.1241
7.2739,9.376
10.986,8.86
10.03,6.4121
11.235,10.684
10.164,13.817
12.506,10.894
15.374,9.8481
9.9764,13.137
6.6867,9.7398
6.4477,4.3867
7.855,8.1504
10.892,7.1671
12.422,5.5112
9.9149,6.6796
6.0564,10.343
7.8457,7.9754
9.8843,8.2797
16,11.668
8.6009,13.487
11.109,11.422
15.929,6.7456
14.044,10.43
7.6806,14.115
8.5445,7.9901
7.3776,12.695
12.469,7.9693
9.7344,10.403
11.274,7.7172
9.0014,8.6731
6.1179,7.6014
7.9093,8.1795
5.5907,6.7251
12.081,4.458
10.165,9.0945
9.8126,6.1024
7.2802,6.4433
9.3542,14.429
7.0144,12.504
11.15,10.219
12.512,11.771
10.336,8.4766
10.656,10.76
12.722,2.9642
14.037,7.3379
8.5668,9.0695
6.1979,4.5202
17.403,10.733
17.537,8.8116
8.4774,8.6611
19.912,9.6192
4.0176,7.5624
10.855,7.0171
16.234,9.3401
5.6219,9.8334
5.4227,7.5308
9.1853,12.199
15.755,12.209
14.322,4.8022
7.1294,6.8787
11.782,9.1669
5.5977,4.4728
9.6112,9.7682
8.4543,10.945
8.2213,5.8362
11.673,9.5872
7.7357,11.576
7.1791,7.7779
12.206,8.9148
