1.385,4.7547
2.0224,9.7422
4.7616,3.5939
36.527,2.0575
5.7572,0.19254
2.3969,1.3246
2.289,1.5486
1.7609,1.2505
5.9357,0.7455
5.8425,0.29098
1.3843,0.33255
0.047248,5.5609
2.2195,0.92965
34.249,1.041
8.2527,1.0589
0.30779,7.2669
0.19645,0.33088
6.886,3.1608
0.0063773,1.201
1.6329,0.059397
4.819,2.5033
0.03079,0.91906
2.1538,0.73676
2.4298,2.5956
1.3849,20.459
104.95,4.6812
196.22,21.976
2.5143,0.83986
3.4767,0.38228
2.4917,26.008
0.01791,131.43
2.9817,2.1622
7.2649,0.026939
21.093,3.5965
2.2466,1.4288
4.3378,1.0022
2.8465,3.7452
8.1018,0.57758
42.707,4.1178
0.10444,1.525
8.8218,9.3839
3.8522,0.85405
4.9072,0.12024
196.91,1.3654
4.292,3.2457
4.6903,11.203
3.476,0.89359
2.0022,0.70292
13.857,0.093196
9.1784,2.5556
31.06,0.11091
0.43121,0.54137
0.5223,1.0511
0.99714,0.95585
82.233,0.72567
5.742,8.4169e-06
2.893,2.1145
0.49711,3.6586
5.9298,0.57164
0.6916,15.526
2.9276,0.87452
2.1211,2.7105
2.2182,1.1063
1.3506,13.384
5.5018,0.54855
6.3016,36.041
7.5114,34.15
3.9505,0.97991
0.10425,2.5944
2.4837,5.7697
1.5708,5.9286
67.283,2.7905
0.76924,6.2961
9.3303,0.46544
1.2019,1.4316
2.6298,4.4587
40.105,92.608
2.2404,0.75323
2.7245,1.3642
2.6346,0.4751
86.787,3.6906
0.044322,40.783
1.8872,0.11902
32.772,0.85795
2.1721,0.82809
77.682,10.462
0.10361,12.565
6.6647,0.69078
2.0849,0.38035
8.2937,26.181
58.096,2.4727
8.1279,0.83637
172.52,1.4766
19.549,0.63011
3.5124,0.55256
1.4533,0.21634
2.2728,74.541
2.9126,1.4272
1.2199,6.3185
0.35282,0.23309
1.3389,0.42345
0.22022,3.3632
8.1294,1.2144
0.87831,1.5572
0.24583,2.9261
1.8516,4.2744
46.861,2.5547
2.6731,9.3842
2.5182,3.8081
0.18599,1.628
6.6203,0.23297
3.0223,5.4143
4.3529,0.22688
0.1513,0.81742
0.00068925,4.2571
4.7148,0.037605
0.021657,4.6074
3.9328,21.704
56.416,9.8388
4.1272,0.85616
0.23523,5.6096
1.4618,1.737
22.373,5.9055
2.1881,1.3904
16.795,3.7823
0.60442,2.2867
1.598,0.33019
1.9807,2.3702
0.84117,2.3921
4.0639,0.042414
2.0141,4.1744
3.2015,56.696
2.9463,1.0631
1.1384,5.6676
1.7262,1.3105
43.962,4.5123
0.13462,4.0262
2.0134,2.4465
2.5309,15.645
31.194,0.67317
1.568,0.89622
1.3474,1.4284
23.704,0.0086165
1.7734,2.8519
0.98605,0.37827
1.6869,3.3674
51.228,1.5102
0.050342,2.1624
1.9193,1.1216
44.259,5.0347
1.5047,63.236
52.953,0.19264
1.1462,5.7512
51.498,1.4642
33.312,1.0213
5.9718,1.3779
0.066658,0.49799
7.2452,1.63
1.795,3.1098
0.10311,0.69253
5.8486,0.2657
1.6706,3.2624
0.45035,2.0894
1.121,47.405
67.208,2.4168
0.67211,2.0659
113.01,39.162
0.05378,4.349
0.041207,1.733
3.5363,0.11141
20.42,1.0715
6.7004,1.6302
1.1909,0.036892
3.1505,0.3036
3.3629,7.4693
1.1293,1.5007
4.2737,1.0127
0.63183,0.40119
41.875,0.45462
2.6644,40.643
0.53627,1.639
3.4542,2.0592
0.50007,0.0052136
1.1329,33.871
2.6367,3.3385
0.42596,1.3841
15.242,5.4321
40.213,6.3686
1.6209,0.19418
2.9386,0.097105
3.2345,0.62819
0.51964,0.45375
0.30302,6.1554
0.57422,6.4802
